6.Dia Arrecadação,2. Valor Arrecadação Bruta Original
11 mai 2000,"113.594.146,36"
10 mai 2000,"1.489.362.472,28"
09 mai 2000,"151.425.569,47"
08 mai 2000,"132.099.167,95"
05 mai 2000,"103.139.015,57"
04 mai 2000,"1.430.569.938,74"
03 mai 2000,"261.024.663,02"
02 mai 2000,"196.878.493,07"
28 abr 2000,"3.868.559.983,77"
27 abr 2000,"358.594.075,11"
26 abr 2000,"844.684.499,57"
25 abr 2000,"171.221.140,10"
24 abr 2000,"156.659.304,29"
20 abr 2000,"242.119.727,28"
19 abr 2000,"635.613.771,09"
18 abr 2000,"142.682.490,24"
17 abr 2000,"164.072.009,45"
14 abr 2000,"3.250.966.328,85"
13 abr 2000,"234.441.359,67"
12 abr 2000,"861.583.649,52"
11 abr 2000,"118.662.111,17"
10 abr 2000,"922.990.082,24"
07 abr 2000,"143.376.840,94"
06 abr 2000,"139.634.367,74"
05 abr 2000,"1.474.204.735,21"
04 abr 2000,"100.216.419,08"
03 abr 2000,"176.274.154,16"
31 mar 2000,"3.493.185.173,40"
30 mar 2000,"534.803.893,35"
29 mar 2000,"742.905.415,49"
28 mar 2000,"100.309.448,27"
27 mar 2000,"130.463.946,03"
24 mar 2000,"234.919.743,70"
23 mar 2000,"229.029.926,59"
22 mar 2000,"677.247.361,22"
21 mar 2000,"112.462.996,90"
20 mar 2000,"292.860.564,35"
17 mar 2000,"88.845.071,26"
16 mar 2000,"246.980.306,68"
15 mar 2000,"3.555.556.846,69"
14 mar 2000,"131.937.363,58"
13 mar 2000,"1.403.820.804,57"
10 mar 2000,"1.671.680.003,58"
09 mar 2000,"189.416.501,30"
08 mar 2000,"243.315.788,53"
03 mar 2000,"273.745.448,16"
02 mar 2000,"136.502.780,27"
01 mar 2000,"917.562.030,16"
29 fev 2000,"3.218.883.182,12"
28 fev 2000,"187.656.630,44"
25 fev 2000,"134.769.950,04"
24 fev 2000,"105.025.572,45"
23 fev 2000,"763.767.020,59"
22 fev 2000,"136.731.961,58"
21 fev 2000,"118.198.950,60"
18 fev 2000,"343.562.157,29"
17 fev 2000,"149.561.180,45"
16 fev 2000,"619.149.095,93"
15 fev 2000,"2.956.359.754,77"
14 fev 2000,"497.110.410,74"
11 fev 2000,"106.884.680,28"
10 fev 2000,"765.231.782,96"
09 fev 2000,"1.360.932.833,03"
08 fev 2000,"111.358.171,28"
07 fev 2000,"122.350.847,18"
04 fev 2000,"114.600.882,61"
03 fev 2000,"248.913.055,42"
02 fev 2000,"782.284.575,91"
01 fev 2000,"181.299.698,82"
31 jan 2000,"3.282.405.744,01"
28 jan 2000,"198.552.836,85"
27 jan 2000,"241.795.894,91"
26 jan 2000,"642.205.061,76"
25 jan 2000,"191.649.462,42"
24 jan 2000,"99.307.799,47"
21 jan 2000,"134.389.233,11"
20 jan 2000,"235.729.238,64"
19 jan 2000,"651.644.311,21"
18 jan 2000,"115.407.318,24"
17 jan 2000,"124.804.148,46"
14 jan 2000,"3.439.466.533,23"
13 jan 2000,"204.440.345,72"
12 jan 2000,"869.520.235,94"
11 jan 2000,"127.729.796,13"
10 jan 2000,"849.209.344,64"
07 jan 2000,"229.586.831,77"
06 jan 2000,"121.765.370,44"
05 jan 2000,"2.278.241.125,05"
04 jan 2000,"160.063.603,76"
03 jan 2000,"142.585.001,46"
